site,grid,fac,area,s_area,surf_complex,max_height,min_height,height_diff,mean_slope,sd_slope,mean_slope2,sd_slope2,mean_vrm,sd_vrm,mean_curv,sd_curv,max_curv,min_curv,mean_pro_curv,sd_pro_curv,max_pro_curv,min_pro_curv,mean_plan_curv,sd_plan_curv,max_plan_curv,min_plan_curv,d32,,
CR,47,2,6.144,18.43260599,3.000098631,10.2366128,8.94190979,1.294703007,47.34861472,0.392000126,2.144971167,2.799940495,0.150061278,0.130692725,-0.868317199,369.6890508,4214.57231,-3937.66582,-5.241838878,1849.931983,-2345.743851,236.3516377,-6.110360182,180.4525568,-2664.611001,3059.920103,2.359782162,,
CR,47,4,6.144,13.79216563,2.244818624,10.22006965,8.944685221,1.275384426,42.21264226,0.358605491,1.496632039,1.648892904,0.134271805,0.104812843,-0.406663193,111.5601631,869.7860688,-824.9306306,-2.243701222,467.9553575,-463.0864605,72.1808539,-2.669264473,53.62434911,-478.2961271,510.2615186,2.359782162,,
CR,47,8,6.144,10.71665719,1.74424759,10.19249356,8.954258561,1.238234997,34.43423693,0.328287244,1.018445121,0.997833626,0.097435815,0.074010677,-0.344932231,37.20402494,195.2437195,-223.4213986,-0.780042,121.168642,-117.9157729,22.69001345,-1.160872504,19.124674,-143.6537457,86.79464511,2.359782162,,
CR,47,16,6.144,8.390869946,1.365701489,10.13749523,8.970560953,1.166934278,27.20096029,0.28015425,0.663261926,0.557103188,0.05089806,0.042232546,-0.3600642,10.87906911,36.01735589,-45.28454607,0.131521452,29.14099586,-24.44894334,6.839612123,-0.291310042,5.339453296,-16.74794752,25.60389931,2.359782162,,
CR,47,32,6.144,7.292771208,1.186974481,10.12479989,9.062704589,1.062095305,20.15610214,0.210733706,0.453009416,0.319102809,0.040460606,0.026554844,0.184644637,3.342875595,12.8760096,-6.704642619,0.031288922,5.176629967,-5.20995326,2.036562075,0.191293592,1.823056385,-1.997368018,7.666056336,2.359782162,,
CR,48,1,9.0112,29.974106,3.326316806,10.07624054,7.415280342,2.660960197,43.65082576,0.416127087,2.405199667,4.63573575,0.100719742,0.132157852,0.637956128,1179.423223,21988.3728,-27706.63261,-7.578779599,13095.4619,-10385.258,749.0496349,-6.949034963,576.2271477,-14966.29455,15003.28962,2.294905501,,
CR,48,2,9.0112,23.18145889,2.572516301,10.02072453,7.418697238,2.602027297,42.63012006,0.392528131,1.793540646,2.634071708,0.107281192,0.119550864,0.894338223,334.4377913,3326.562047,-5394.053757,-6.125427389,2543.655079,-2535.943437,214.6204881,-5.23896801,160.1671483,-3224.71669,2420.917467,2.294905501,,
CR,48,4,9.0112,18.20965319,2.02078005,9.805306554,7.426067591,2.379238963,39.37971448,0.355854834,1.301516291,1.460463411,0.09625274,0.095050181,0.436991111,103.8563363,842.8799734,-1112.315133,-2.699644159,587.997719,-433.7501515,62.96695732,-2.247657287,53.37302779,-751.5302461,457.4648998,2.294905501,,
CR,48,8,9.0112,14.3729232,1.595006569,9.738361448,7.439429849,2.298931599,34.73564804,0.314903013,0.935951707,0.818421865,0.062281157,0.060102276,-0.054999446,30.33202794,158.3389635,-222.7113745,-0.561976251,152.3498006,-94.0871747,18.2676326,-0.599257466,15.51602933,-119.8128404,96.54625515,2.294905501,,
CR,48,16,9.0112,12.13845269,1.347040648,9.625074048,7.458279427,2.16679462,31.88996323,0.261079032,0.736401642,0.496922851,0.031263919,0.022757726,0.251967013,9.080407404,28.85212598,-49.19678009,-0.224802308,19.70628444,-18.00179772,5.250651614,-0.016806046,4.840588858,-29.49049565,18.06941416,2.294905501,,
CR,48,32,9.0112,11.07786838,1.229344413,9.561331628,7.483885042,2.077446586,30.8414607,0.174552561,0.644785395,0.321936834,0.019390957,0.00573,0.34022384,3.004182467,6.293307142,-8.373287278,-0.171106346,4.621735371,-3.675355976,1.853849811,0.173929845,1.446196995,-5.07171638,3.417529056,2.294905501,,
CR,49,1,7.7824,22.65066011,2.910498061,9.534174919,7.351788998,2.182385921,42.43724633,0.416877078,2.088565866,3.677243383,0.090271133,0.120971022,-0.034886996,915.7006863,15855.89409,-26640.59639,-3.878967517,12096.43923,-9759.607695,588.2950292,-3.913996622,447.9054018,-16857.38488,9834.792322,2.260178204,,
CR,49,2,7.7824,18.15902719,2.333345393,9.467018127,7.359269619,2.107748508,41.36067562,0.400947856,1.611854484,2.140255346,0.098505933,0.107746874,-0.039653873,267.8466979,3495.613933,-4918.282926,-4.812956784,2682.043402,-1983.390495,172.1184135,-4.8498624,129.6839893,-2307.1501,1827.239994,2.260178204,,
CR,49,4,7.7824,14.82324609,1.904713982,9.384884357,7.369328976,2.015555382,38.72215142,0.369595269,1.227192764,1.250942952,0.096987186,0.086662536,0.105878622,83.38430585,507.8613013,-783.5651562,-2.21176304,458.7350086,-330.4514132,53.20138583,-2.103883564,40.94335826,-433.103997,308.9651228,2.260178204,,
CR,49,8,7.7824,12.25590068,1.574822764,9.289445996,7.385314375,1.904131621,34.78661892,0.328447131,0.916953218,0.736696212,0.072721036,0.056830357,0.286282006,27.07884059,97.18568414,-142.0948911,-0.932237292,62.33308351,-63.06039912,16.99043048,-0.635957586,13.27988705,-90.3197255,62.99836146,2.260178204,,
CR,49,16,7.7824,10.45915705,1.343950073,9.213192999,7.401220139,1.81197286,31.46261646,0.257482257,0.709530209,0.443337421,0.049710765,0.034779423,0.154590968,8.867029561,21.34930575,-28.36803542,-0.433628387,17.99651663,-13.41847043,5.532403965,-0.207919016,4.364852155,-12.60488422,17.7803107,2.260178204,,
CR,49,32,7.7824,9.270601466,1.191226545,9.175839819,7.420620402,1.755219417,28.52108272,0.157277589,0.590582989,0.23748939,0.050414056,0.018355868,0.616018167,2.839386204,5.536507251,-7.382027406,-0.372645163,3.053606071,-3.25209932,1.392318995,0.377081916,1.669814657,-4.328421336,3.456071833,2.260178204,,
CR,50,1,5.7344,27.82814936,4.852844127,9.803076744,7.331123352,2.471953392,45.3818122,0.432292104,3.651144194,8.786809359,0.096533158,0.142963285,3.227617861,2176.62987,46000.68092,-37885.34641,14.79773602,19291.2255,-22555.404,1389.210997,18.02535388,1061.478083,-18594.12091,30520.77162,2.347370569,,
CR,50,2,5.7344,21.05381874,3.671494618,9.755093098,7.33912003,2.415973067,45.45142872,0.423481303,2.73401848,5.121828264,0.110467563,0.131925906,2.56339722,618.6172483,9719.534814,-11473.2936,0.021250056,5500.922768,-5828.114972,400.053951,2.584647276,297.6825491,-5972.370835,5420.753525,2.347370569,,
CR,50,4,5.7344,16.20850503,2.826538963,9.635506868,7.346693397,2.288813472,44.22560504,0.407237358,2.012109154,2.879517554,0.108702673,0.107494224,2.056107354,200.5468104,2635.569647,-2554.470096,-1.849632791,1331.405884,-1069.712719,120.9226094,0.206474563,102.3102661,-1404.888854,1611.632967,2.347370569,,
CR,50,8,5.7344,12.39711698,2.161885634,9.447305888,7.35670463,2.090601258,41.71263059,0.382300053,1.514245757,1.68770745,0.09843952,0.086759915,1.639811527,49.75178892,301.0953416,-224.9072329,-2.382960647,170.0227875,-153.250126,31.17578648,-0.74314912,25.30706922,-189.6404718,200.6915987,2.347370569,,
CR,50,16,5.7344,10.14850187,1.769758278,9.261904381,7.419679375,1.842225006,38.51647659,0.333267082,1.172847298,1.11799838,0.088428816,0.061367888,2.097714023,17.2418051,83.53103469,-68.74879931,-2.139734665,39.56137517,-41.01389802,11.70342418,-0.042020641,8.126781001,-38.50613149,42.51713667,2.347370569,,
CR,50,32,5.7344,8.432248896,1.470467511,9.1564239,7.487914156,1.668509745,33.40388966,0.30349545,0.820470135,0.617381943,NA,NA,3.271329329,4.652417786,13.35420688,-4.761286555,-2.531352999,4.336441773,-11.13870249,4.096474829,0.739976331,2.502537697,-3.950918882,9.306333367,2.347370569,,
CR,51,1,12.288,37.77018916,3.073745863,9.567679405,7.395136833,2.172542572,46.29123486,0.40147837,2.30449618,3.839939553,0.104202041,0.125343314,-0.001405447,873.140068,15327.22473,-16392.38358,-4.832166643,7753.167424,-8942.058185,575.4997695,-4.847894087,414.7532847,-10596.96017,9914.098242,2.27853045,,
CR,51,2,12.288,30.75483911,2.502835214,9.555280924,7.398578763,2.156702161,44.3032955,0.380827812,1.794186773,2.404444832,0.111062411,0.109465983,0.011695547,276.4962852,4044.540524,-3405.306041,-2.795522868,2045.600692,-2090.231693,182.0744134,-2.798155696,131.5968651,-2188.907084,2099.445174,2.27853045,,
CR,51,4,12.288,25.0365189,2.037477124,9.53439796,7.407029599,2.127368361,40.4388367,0.354625035,1.34921994,1.48555048,0.104819216,0.090211462,-0.183151846,95.7710075,689.3104687,-1175.443437,-1.126877448,530.9640626,-431.4294951,60.86762706,-1.302321822,46.78949454,-644.4793744,405.5227666,2.27853045,,
CR,51,8,12.288,20.30614287,1.652518137,9.491957769,7.431123368,2.0608344,34.68643962,0.326928369,0.971199728,0.901426512,0.083399913,0.070814161,-0.170841902,31.232642,198.5820662,-171.2090685,-0.04678219,110.257644,-91.11568697,19.46249697,-0.216206851,15.75047836,-84.30584115,126.6571602,2.27853045,,
CR,51,16,12.288,16.81146183,1.368120266,9.415957287,7.478610074,1.937347213,28.43823857,0.28315087,0.682912032,0.554405868,0.062810237,0.063163485,-0.097296239,10.41719334,40.09534139,-35.50120942,0.077079085,21.53411209,-24.16246526,6.406729382,-0.02521773,5.284000898,-21.93447638,23.75976508,2.27853045,,
CR,51,32,12.288,14.64876824,1.192119811,9.34353096,7.664842031,1.678688929,22.87292935,0.18196831,0.481393179,0.296985525,0.036110603,0.029171562,0.230013078,3.592768503,15.30336513,-9.021585129,-0.204960191,4.450320836,-7.787620757,2.217931018,0.052329549,1.861626533,-4.571264293,7.515744378,2.27853045,,
CR,52,1,10.6496,31.51812958,2.959559944,10.02617359,7.396399021,2.62977457,45.84559079,0.394555397,2.152358175,3.443209726,0.099672904,0.131334772,0.460294442,879.2868374,29023.43273,-31429.739,-4.11740698,11387.94904,-12380.59199,560.7754526,-3.647416717,438.2216554,-20041.78996,19382.30623,2.262767301,,
CR,52,2,10.6496,24.94843543,2.342664084,9.652759314,7.402154922,2.250604391,44.40093681,0.362957399,1.635860108,2.003793002,0.103217458,0.113168295,0.656974666,251.6933163,5496.893525,-5135.43129,-2.626104145,2943.429799,-2606.773448,162.7662164,-1.986675757,122.2176051,-2192.001491,2890.120077,2.262767301,,
CR,52,4,10.6496,20.06705479,1.884301268,9.617911816,7.405733854,2.212177962,40.71992357,0.320029272,1.224858497,1.190201017,0.087840617,0.078627838,0.540808777,78.23667176,821.2791011,-845.0389095,-1.177802216,525.0468594,-491.5372732,48.83880125,-0.655304741,39.39307469,-531.3238466,519.1985175,2.262767301,,
CR,52,8,10.6496,16.6060712,1.559314077,9.482271627,7.414287999,2.067983627,35.91327881,0.278006424,0.912082004,0.723449754,0.059711183,0.051590296,0.550253986,25.89833079,214.1482849,-193.6838822,-0.522167552,142.5342949,-119.0922446,15.79262299,0.02706744,13.1652763,-87.96813793,100.4192474,2.262767301,,
CR,52,16,10.6496,14.30391923,1.343141454,9.402475361,7.426649868,1.975825492,31.55345822,0.231661314,0.706491106,0.400067723,0.037128865,0.024771608,0.611663762,7.619083636,36.87344375,-25.26736549,-0.312443045,17.90659834,-24.1491969,4.698525552,0.30189607,3.982233763,-11.03201375,18.03393647,2.262767301,,
CR,52,32,10.6496,12.77176353,1.199271666,9.310725839,7.437428844,1.873296995,28.36429585,0.18306157,0.584338639,0.263283797,0.024864114,0.014104486,0.009956828,2.21618637,4.941806883,-6.787906932,-0.018215384,3.187117084,-3.494395859,1.3249362,-0.045660995,1.297020147,-4.633141371,1.996790911,2.262767301,,
CR,53,1,8.192,28.00322402,3.418362307,9.768911362,7.674007893,2.094903469,47.06699815,0.395803177,2.522669169,4.906958632,0.110760816,0.133413739,0.252866723,1250.602049,30765.43808,-30144.03343,-1.985766497,12914.71823,-14879.85656,785.819848,-1.741865567,632.8102245,-17288.41637,15885.58151,2.288804246,,
CR,53,2,8.192,21.50221541,2.624782154,9.740917921,7.677359462,2.063558459,45.1769898,0.365775367,1.871471609,2.841965382,0.108118107,0.111846659,0.285523578,350.9244097,6301.20635,-4607.061744,-1.636224646,2279.914988,-2875.56209,222.7906706,-1.361116801,175.7447051,-3100.434775,3425.64426,2.288804246,,
CR,53,4,8.192,16.88211275,2.06080478,9.681997955,7.689561754,1.9924362,41.37223976,0.338700684,1.397739052,1.724134047,0.094160238,0.091126194,0.568208701,105.8314761,1030.784361,-1079.829447,-0.595177506,654.8081938,-675.4409825,67.22733442,-0.028439113,51.90900281,-570.0630613,649.7176814,2.288804246,,
CR,53,8,8.192,13.77614473,1.681658292,9.655801132,7.705105253,1.95069588,36.55461377,0.317345019,1.040926809,1.069653795,0.071304427,0.073201152,0.590316205,33.86225585,243.9997648,-257.2064078,-0.109477105,124.3548112,-176.8090016,21.49539252,0.453011363,16.48336562,-150.1194453,125.1980459,2.288804246,,
CR,53,16,8.192,11.68311622,1.426161648,9.633367844,7.725692892,1.907674951,32.85111495,0.283753246,0.818083979,0.674802743,0.070406123,0.057731011,0.003491032,11.45256448,53.22666475,-37.0857463,0.264024968,19.14162996,-35.76748346,6.453274526,0.263801265,6.593505278,-19.38515815,39.66240238,2.288804246,,
CR,53,32,8.192,10.35741492,1.264332876,9.604895518,7.864386149,1.740509369,28.59297095,0.216089331,0.657805314,0.374659659,0.049748828,0.032057784,-0.059191515,4.272294423,14.14537242,-10.53667062,0.277560892,4.895847963,-5.234548719,2.053854585,0.454309327,2.652924917,-3.336359911,9.733292482,2.288804246,,
CR,54,1,14.336,29.89025182,2.084978503,9.839604378,8.706838608,1.13276577,38.06675865,0.372864247,1.348643227,1.939696174,0.082899798,0.106693517,-0.188668596,517.7723706,9802.465439,-13039.46495,-8.282347655,5928.182638,-6491.178801,321.6339992,-8.471016251,262.4445847,-7625.897912,6494.075152,2.19819286,,
CR,54,2,14.336,24.3455196,1.698208678,9.804823637,8.707969189,1.096854448,34.9233332,0.335245539,1.005020433,1.07077439,0.077517919,0.085681559,-0.133664503,148.4557627,2387.714982,-2104.272842,-3.834981656,1247.119664,-1261.4183,91.72172376,-3.96864616,74.23051577,-1264.620495,1126.296682,2.19819286,,
CR,54,4,14.336,20.457166,1.426978655,9.722768068,8.723380625,0.999387443,29.95500598,0.284126008,0.738014042,0.614867289,0.063738658,0.062414855,-0.128847953,46.32716381,263.1123737,-359.7065806,-1.428693803,227.9407248,-166.9546149,27.95469884,-1.557541756,23.98048842,-213.4723304,154.5066881,2.19819286,,
CR,54,8,14.336,17.73051098,1.236782295,9.653866366,8.731826529,0.922039837,23.75142491,0.220364358,0.522380399,0.356034077,0.041252623,0.036052881,-0.214705881,15.3242693,71.09249244,-118.042822,-0.253755975,67.75663604,-39.72653771,9.084211648,-0.468461856,8.035911192,-52.83103595,35.90384431,2.19819286,,
CR,54,16,14.336,16.00732137,1.116582127,9.56959144,8.791780859,0.777810581,17.68143459,0.157544725,0.362367508,0.213070171,0.022416252,0.017160815,-0.249103259,4.877560971,17.78645688,-20.6866872,0.152522885,11.1071198,-8.891533077,2.831777793,-0.096580374,2.563741525,-10.38631541,11.46542348,2.19819286,,
CR,54,32,14.336,15.12100573,1.054757654,9.520638259,8.862601938,0.658036321,12.58962271,0.108746727,0.252155522,0.126411428,0.010477484,0.006842322,-0.209755965,1.608673058,4.058058794,-5.160042483,0.13791763,3.033518454,-2.371367829,0.868309329,-0.071838335,0.916971305,-2.12652403,1.734419671,2.19819286,,
CR,55,1,8.6016,19.13882309,2.225030586,9.689163208,8.389965057,1.299198151,40.46724091,0.379909548,1.533993325,2.365408476,0.074507892,0.101625582,-0.502298784,565.4730204,15488.7867,-9214.439392,-4.122515577,5592.27461,-6266.746522,369.0759398,-4.623947494,269.85488,-5729.342816,9222.040175,2.204309703,,
CR,55,2,8.6016,16.1652442,1.879329916,9.634984732,8.393342972,1.24164176,38.75901509,0.353657406,1.226525143,1.444652165,0.080819551,0.088427881,-0.771761997,169.8587937,1918.455958,-2303.434014,-2.731446283,1283.902354,-1178.697498,112.1184452,-3.498908782,80.61270436,-1223.23487,1329.033128,2.204309703,,
CR,55,4,8.6016,13.79817928,1.604141006,9.60828054,8.404452205,1.203828335,35.00629236,0.316273571,0.950194545,0.879728999,0.075513276,0.068649747,-0.325033845,56.26243378,399.4106129,-418.7697172,-1.368803732,241.1491459,-271.9189816,35.80940489,-1.688338586,27.70115521,-232.8309681,235.4113495,2.204309703,,
CR,55,8,8.6016,11.86290017,1.379150411,9.566441521,8.417975053,1.148466468,29.4074353,0.26681089,0.698672311,0.532240911,0.05877522,0.050898238,-0.087097434,19.36506124,94.0531888,-129.3919492,-0.70765174,73.21991288,-61.12664136,11.76847217,-0.807585067,9.988355743,-57.92435576,43.99325736,2.204309703,,
CR,55,16,8.6016,10.46909698,1.217110418,9.485842135,8.514691003,0.971151132,23.0029279,0.199865687,0.487406808,0.309868621,0.034994267,0.023643755,-0.038860276,6.786640458,23.88048277,-30.38698385,-0.34665999,16.64181718,-18.49159162,4.147005235,-0.418186127,3.439219455,-13.74516668,11.67115807,2.204309703,,
CR,55,32,8.6016,9.499960418,1.104441083,9.434598834,8.602968576,0.831630258,18.04548516,0.12971285,0.363340673,0.169493364,0.019758583,0.012630568,0.080413621,2.069682848,4.521236187,-5.179598702,-0.068901143,3.138715886,-3.044129127,1.304406009,-0.057240843,1.044318925,-2.810945058,1.851231631,2.204309703,,
CR,56,1,9.8304,28.452323,2.894319967,9.706746101,7.705384731,2.00136137,42.75430478,0.409320913,2.07689139,3.597338713,0.089248564,0.124155361,0.149248291,910.747986,15832.92007,-14891.73889,-4.823674905,8996.65129,-9444.240895,575.709841,-4.674426615,455.2327725,-8573.297995,9386.55624,2.243009467,,
CR,56,2,9.8304,22.72986071,2.312201,9.639700174,7.707241654,1.93245852,41.61148305,0.390837721,1.596642284,2.099707601,0.094178107,0.108077518,0.229861566,260.0411213,2756.496072,-3435.261846,-3.829257472,1602.86376,-1597.829107,165.0466061,-3.599395906,129.0063054,-2098.958392,1565.066883,2.243009467,,
CR,56,4,9.8304,18.52053342,1.884006085,9.62572366,7.71694386,1.9087798,38.87611878,0.364145851,1.226162327,1.281593029,0.083951077,0.076630064,0.237226304,79.86606668,613.7206405,-856.3916385,-1.832725358,405.3238899,-355.2329932,50.25901788,-1.595499054,39.68605788,-451.0677486,325.064795,2.243009467,,
CR,56,8,9.8304,15.57566321,1.584438396,9.602161527,7.72531902,1.876842506,35.09141606,0.33611485,0.961028043,0.86581181,0.066843366,0.053575365,0.16755549,25.54250025,109.0079825,-134.8372712,-0.632770837,80.66906323,-73.81022794,15.85590412,-0.465215347,13.00716591,-65.34140209,69.58230369,2.243009467,,
CR,56,16,9.8304,13.65841208,1.389405526,9.553412307,7.733792592,1.819619715,32.43500041,0.295386556,0.783899531,0.594009738,0.045626708,0.029800069,0.027587291,9.844873848,33.30662381,-60.92318676,-0.189657818,31.44147279,-18.37414776,6.157248005,-0.162070527,4.907568451,-29.48171397,22.81905987,2.243009467,,
CR,56,32,9.8304,12.2971674,1.250932556,9.480561529,7.753946567,1.726614962,31.71630941,0.247126565,0.701905118,0.411330597,0.042239982,0.022849702,0.277318017,3.309614992,8.031467364,-7.510874134,-0.076294308,4.956154843,-4.538339653,1.988145896,0.20102371,1.638481375,-3.011953658,4.102189119,2.243009467,,
CR,57,1,8.6016,25.65436518,2.982510833,10.33855057,8.817481041,1.521069527,47.07050064,0.399949488,2.141732015,2.835244632,0.12781502,0.135800349,0.137876451,790.5426824,28661.42273,-14179.05807,-13.29620013,7877.472673,-13665.58832,492.7488425,-13.15917005,397.4926257,-9622.36536,14995.83441,2.312650728,,
CR,57,2,8.6016,19.5955946,2.278133673,10.32601905,9.094568253,1.231450796,43.80114529,0.361801507,1.533816852,1.549579623,0.132796471,0.114155641,0.069537933,227.7207798,2127.280831,-2938.041091,-7.272575955,1550.975487,-1400.835655,141.0963849,-7.1988851,114.4955074,-1717.324886,1232.299195,2.312650728,,
CR,57,4,8.6016,15.10894804,1.756527628,10.29844928,9.117137313,1.181311965,36.95037684,0.30559958,1.033839061,0.821157734,0.113922272,0.087123451,0.237841788,71.21644338,458.2741857,-520.4526335,-3.175125171,285.6720341,-307.3845123,42.4182836,-2.936979908,37.27136994,-315.960502,207.0461017,2.312650728,,
CR,57,8,8.6016,11.84575916,1.377157641,10.25727294,9.125594392,1.131678551,26.8136044,0.224356054,0.640068161,0.404628361,0.06849116,0.048072228,0.207288382,22.56223411,66.41377695,-112.743075,-1.205267844,63.24659675,-50.4543939,12.91640547,-0.978310881,12.09389602,-71.62287517,45.09010181,2.312650728,,
CR,57,16,8.6016,9.730082795,1.131194521,9.911433291,9.161340442,0.750092849,17.52212355,0.135683278,0.361636481,0.190938679,0.021739772,0.011596308,0.073526493,5.980329527,15.61147059,-20.94830706,-0.114236699,10.02399362,-7.318079711,3.196692974,-0.027523682,3.303666217,-11.46191333,10.16049227,2.312650728,,
CR,57,32,8.6016,8.992903941,1.045491995,9.817767327,9.178052468,0.639714858,11.85359238,0.092146713,0.229392369,0.109907591,0.014119384,0.007669686,0.033294068,1.265003662,3.071704805,-2.710525659,-0.055617503,1.331207905,-1.571118448,0.719203099,0.00548457,0.759350711,-1.538003188,1.500586357,2.312650728,,
CR,58,1,7.3728,17.20597914,2.333710278,9.883782387,8.036044121,1.847738266,40.58721306,0.380564972,1.606647277,2.731984393,0.078524064,0.103588265,0.268976995,688.7087719,21982.43141,-17395.10536,-5.710397214,9260.161928,-9453.966344,433.547344,-5.442328666,342.3647988,-9708.771451,12813.68959,2.219410258,,
CR,58,2,7.3728,14.26377306,1.934648039,9.857096672,8.040172338,1.816924334,38.84725126,0.350055928,1.250590007,1.572050866,0.087794557,0.091595312,0.074115561,197.8536228,3707.91316,-3289.350271,-3.023435982,2374.983992,-2015.96156,127.1700078,-2.950976357,95.65622435,-1495.217007,2157.193275,2.219410258,,
CR,58,4,7.3728,11.93654606,1.618997675,9.789387941,8.064274132,1.725113809,33.96707785,0.30859517,0.930273006,0.940066929,0.078191442,0.072288991,0.319928887,60.86257446,463.2928595,-593.7030539,-1.303669015,316.6070759,-387.0390158,38.43966913,-0.989768438,30.99620911,-374.1769175,247.7332007,2.219410258,,
CR,58,8,7.3728,10.05933548,1.364384695,9.62028107,8.082100198,1.538180873,27.09032349,0.263937747,0.643975886,0.540209784,0.037895235,0.031677909,0.251591197,19.53519444,127.7821348,-101.3725414,-0.323084434,58.02088987,-99.59040646,11.86145712,-0.10232954,9.995906705,-63.12234428,60.63513654,2.219410258,,
CR,58,16,7.3728,8.820321165,1.196332623,9.601928376,8.152826715,1.44910166,22.78984366,0.213796328,0.476018346,0.329688482,0.022082644,0.014452702,-0.015663599,5.645729687,37.22995389,-15.76181472,0.111775269,14.31042341,-14.72288866,3.324523705,0.068992106,2.914504474,-8.674933308,23.60628773,2.219410258,,
CR,58,32,7.3728,8.193091377,1.111259139,9.58104432,8.395836111,1.185208209,19.0840423,0.170686835,0.377005855,0.20887772,0.027470341,0.011530081,-0.318713424,1.53341557,2.334018118,-3.065734836,0.171976358,2.093364128,-1.453145396,0.875785778,-0.187528767,0.95870961,-1.784989318,2.000879085,2.219410258,,
CR,59,1,8.192,29.9921456,3.661150586,9.998401642,7.503566265,2.494835377,47.90560606,0.403435851,2.755076944,5.129233529,0.103970754,0.132341516,0.155373112,1262.933163,36629.74358,-23002.31457,-8.010741461,13740.01408,-18690.803,824.3249338,-7.876585215,605.7996161,-16832.01086,17938.94057,2.300340184,,
CR,59,2,8.192,23.54097521,2.8736542,9.936163187,7.509845495,2.426317692,47.08498325,0.383817234,2.097699807,2.940506449,0.115053214,0.12027525,0.23164143,367.2884272,4295.026064,-5844.581723,-6.209297346,2457.399657,-3039.665112,236.4962731,-5.993371831,177.2751481,-3422.334846,2352.648062,2.300340184,,
CR,59,4,8.192,18.66134543,2.277996268,9.870387435,7.515998602,2.354388833,44.26445584,0.355365694,1.564565544,1.666413674,0.108153928,0.100665354,0.13844082,115.6672405,850.292258,-1205.728091,-2.573956389,716.7840419,-611.1237229,71.948913,-2.420948892,57.40475121,-614.2220727,362.8236423,2.300340184,,
CR,59,8,8.192,14.82141648,1.809254942,9.797233313,7.565980248,2.231253065,39.46704363,0.324509509,1.155260674,0.982541557,0.081360859,0.069626919,-0.17177146,36.51682119,211.9569562,-448.182869,-0.325297856,256.6639809,-134.7648322,22.28133761,-0.496880965,18.49121503,-191.5188881,85.01716726,2.300340184,,
CR,59,16,8.192,12.2935214,1.500673999,9.718570955,7.603086177,2.115484778,35.51404005,0.287354908,0.896182496,0.623382828,0.062408622,0.054986926,0.119421585,11.03328082,49.46086367,-42.75125255,-0.219281833,17.46395217,-30.39090866,7.196201733,-0.018116321,5.107277097,-26.45838309,19.77345969,2.300340184,,
CR,59,32,8.192,10.80008673,1.318369963,9.698732832,7.763128948,1.935603884,32.73392147,0.192317281,0.740369829,0.354766299,0.072975159,0.055921952,-0.318986297,4.111017433,10.18273107,-9.133107051,-0.111170574,5.515565654,-6.614485667,2.613818932,-0.324457361,1.856716716,-3.617541397,5.646527052,2.300340184,,
CR,60,1,5.3248,42.03832878,7.894818356,10.01000786,7.103693008,2.90631485,53.45198539,0.432110791,6.069866851,14.43403879,0.154203814,0.169513359,-1.245414714,3921.664369,65154.4857,-53173.0938,68.70418905,26722.0575,-35141.08639,2384.221798,67.46039218,2047.991974,-37382.48238,38413.32472,2.485259803,,
CR,60,2,5.3248,29.16872192,5.4779,9.982618332,7.110897303,2.871721029,52.00080181,0.421306975,4.153749762,7.65539221,0.1645974,0.158005918,-0.730018869,1037.316039,15204.26631,-9921.010435,18.88148885,5911.798247,-6814.607583,632.6927473,18.1555712,538.5932498,-6901.287019,8389.658727,2.485259803,,
CR,60,4,5.3248,20.24172407,3.801405511,9.886547446,7.119814932,2.766732514,48.86718341,0.410397581,2.821780969,4.172003583,0.164238134,0.147928097,-0.604424772,276.2831416,2427.508198,-2289.695386,5.730961023,1057.59198,-1435.617597,167.7972488,5.128862098,144.5820933,-1420.810436,1630.543512,2.485259803,,
CR,60,8,5.3248,14.46785087,2.717069348,9.78569372,7.126118705,2.659575015,42.86744209,0.402906736,1.918522603,2.448326293,0.14905864,0.120723765,-0.788035665,79.28757954,466.2358318,-372.8842665,3.196219033,229.8271614,-256.2472255,48.80601118,2.412082747,40.81738622,-283.4002814,227.6249878,2.485259803,,
CR,60,16,5.3248,10.69769223,2.009031745,9.729778156,7.151375746,2.578402409,34.59253464,0.398623108,1.224524787,1.468993631,0.118061888,0.123069831,-0.871604311,25.23197393,127.5487869,-68.13067921,3.194800002,41.79150094,-54.22289015,14.02227304,2.286286419,14.60520481,-41.9115927,73.32589676,2.485259803,,
CR,60,32,5.3248,7.791951193,1.46333218,9.602999099,7.679515053,1.923484046,30.64183851,0.295602067,0.766948912,0.671659242,NA,NA,-0.434167833,6.301516467,17.62800024,-17.82153893,0.730701795,9.796360824,-8.909908974,4.14711894,0.301930081,2.926990339,-8.025178108,8.718091263,2.485259803,,
CR,61,1,17.6128,48.53349091,2.755580652,10.98287582,9.321113586,1.661762238,40.33557089,0.413908822,1.960119791,4.023087284,0.068628121,0.107017331,0.002934635,969.6401613,22429.25644,-28477.25868,10.90729926,12875.74527,-14730.12416,604.9047362,10.91029293,492.8765813,-16460.29418,13178.63431,2.220976067,,
CR,61,2,17.6128,39.91975341,2.26651943,10.97991729,9.330389738,1.64952755,39.22344262,0.406283978,1.571016227,2.509113989,0.07364817,0.091508402,-0.070148302,266.5332141,5145.636201,-4416.398406,2.925932927,2390.894432,-2492.472335,174.5611594,2.8524181,129.0288535,-2593.17824,2676.509783,2.220976067,,
