site,grid,fac,area,s_area,surf_complex,max_height,min_height,height_diff,mean_slope,sd_slope,mean_slope2,sd_slope2,mean_vrm,sd_vrm,mean_curv,sd_curv,max_curv,min_curv,mean_pro_curv,sd_pro_curv,max_pro_curv,min_pro_curv,mean_plan_curv,sd_plan_curv,max_plan_curv,min_plan_curv,d32,,
GR,53,8,21.2992,35.07614893,1.646829408,13.31037591,10.50704858,2.803327337,35.69189451,0.312197012,0.982810211,0.900398112,0.083106027,0.070585986,-0.070094935,30.9204543,231.6212375,-273.3903588,-0.691868126,168.0030526,-122.1084664,19.01376436,-0.765082423,16.09571422,-171.5893138,155.5715736,2.242851369,,
GR,53,16,21.2992,29.71871509,1.395297246,13.21767489,10.67373015,2.543944743,29.0901662,0.266061516,0.701137411,0.539776499,0.061656199,0.055076137,-0.19649575,10.39936564,45.73989208,-42.55592226,-0.14474416,23.75465849,-28.75438947,6.144745346,-0.319303748,5.54974398,-25.05420515,26.45876243,2.242851369,,
GR,53,32,21.2992,25.52146602,1.198235897,13.15675897,11.06098663,2.095772337,21.38187233,0.181725786,0.465450771,0.293596366,0.028954032,0.031601216,-0.188320527,3.44208263,8.2318557,-15.691568,0.088822581,8.505170151,-6.543399918,1.952705121,-0.092310331,1.786226849,-7.186397845,4.723208991,2.242851369,,
GR,54,1,26.2144,73.88463982,2.818475335,12.46760178,9.818622589,2.648979187,42.28160773,0.411277691,2.079376114,4.263510515,0.071374923,0.112042944,0.051074037,892.1019371,30169.03877,-23888.5498,-2.532534832,13708.79035,-14073.51332,580.7306318,-2.482820195,450.0031828,-16058.45372,19048.44975,2.241447517,,
GR,54,2,26.2144,62.21907902,2.373469506,12.37529898,9.827327728,2.547971249,41.26705855,0.39755265,1.670965057,2.663855728,0.081523888,0.106418269,-0.046430172,298.1332374,5391.315818,-5446.643829,-1.155310867,2866.734065,-3115.329232,193.3957017,-1.199796165,148.1360895,-3367.114551,3487.535871,2.241447517,,
GR,54,4,26.2144,52.11737387,1.988120036,12.3543275,9.836739779,2.517587721,39.16763507,0.375191846,1.321065121,1.636017851,0.08675229,0.09530817,-0.046139298,96.39089078,1246.049814,-913.6845917,-0.423194375,606.0934758,-660.8819086,62.43637477,-0.473278027,48.05842841,-590.5805588,744.5446012,2.241447517,,
GR,54,8,26.2144,44.03524211,1.679811177,12.24988888,9.843755409,2.406133473,35.46150034,0.341201644,1.016319368,1.022688008,0.082400366,0.082474373,-0.07270382,33.38194839,297.7001877,-274.8850267,-0.067927427,163.5069782,-144.847811,21.12766036,-0.140774716,16.7226401,-182.4833015,182.4711106,2.241447517,,
GR,54,16,26.2144,37.20956814,1.419432378,12.20055614,9.885656919,2.314899221,29.80962039,0.295331885,0.7382566,0.615989604,0.060347044,0.050998692,-0.140630351,10.89521383,66.34753823,-57.50826007,0.256013727,30.80288719,-40.55325787,6.812607101,0.122797854,5.566866008,-33.33535983,37.0280268,2.241447517,,
GR,54,32,26.2144,32.23824134,1.229791311,12.19588741,10.10953873,2.086348681,24.84292198,0.236968515,0.543787088,0.390730677,0.042921176,0.033835111,-0.106821075,3.506079705,13.4617947,-12.09429623,0.239340371,7.701909047,-7.287351953,2.123071618,0.137526828,1.840389846,-6.32731711,6.424546059,2.241447517,,
GR,55,1,24.576,69.59485913,2.831822067,11.81694889,10.01470661,1.802242279,42.683381,0.406340533,2.031871703,3.440252907,0.102933111,0.132135189,-0.054758687,809.1489951,18723.25897,-21211.26175,-15.72548815,10559.26812,-9906.844453,515.3130561,-15.78023305,411.9884557,-11261.24633,10747.85634,2.287593074,,
GR,55,2,24.576,55.43695155,2.255735333,11.7922976,10.02245712,1.769840479,40.1378395,0.37830029,1.475252011,1.909704016,0.109437157,0.119316304,-0.041199939,266.3964588,3964.4593,-5194.389224,-8.051151178,2645.465624,-2426.400248,162.6857509,-8.092473336,138.2204406,-2721.042151,2211.59651,2.287593074,,
GR,55,4,24.576,42.94148212,1.747293381,11.78100598,10.03370398,1.747301996,35.20767515,0.330920462,1.015863544,0.998269061,0.096103013,0.092567027,-0.079798136,78.27708201,560.8963966,-1108.835079,-2.866576118,528.5096939,-376.9790251,46.92996908,-2.947124033,41.16206463,-580.3253849,378.0379023,2.287593074,,
GR,55,8,24.576,34.27284714,1.39456572,11.6894725,10.07422301,1.615249485,27.96150984,0.263190539,0.672110156,0.520685188,0.063056192,0.055237022,-0.05047266,22.99151826,116.4699555,-158.3769964,-0.85446773,109.5636427,-68.92132524,13.30963624,-0.906890086,12.41206741,-93.1226047,65.79104651,2.287593074,,
GR,55,16,24.576,29.04203369,1.181723376,11.48123041,10.1316698,1.349560611,20.59753935,0.188543905,0.436084132,0.280721482,0.032282548,0.027830574,-0.105818597,6.611277146,30.41473014,-44.63050791,-0.189671448,20.0171445,-19.74665741,3.732227107,-0.302293958,3.702894132,-24.61336341,11.89937002,2.287593074,,
GR,55,32,24.576,26.5831796,1.081672347,11.32594158,10.23248015,1.093461426,14.76286311,0.125673003,0.289887973,0.162328255,0.014321323,0.012198344,-0.094874788,2.058851421,6.955535682,-7.172652922,0.02991344,3.810015033,-3.714815147,1.178795651,-0.0730298,1.14677304,-3.824036673,4.001124476,2.287593074,,
GR,56,1,17.2032,45.14978496,2.624499219,11.45101738,9.423027992,2.027989388,42.37388462,0.397290916,1.854270214,2.941298581,0.100214993,0.127685231,-0.115403537,711.2706785,19564.79073,-16433.13408,-11.81108572,7125.882053,-10228.30048,448.9418153,-11.92648925,365.5247316,-9307.252026,9336.490246,2.264835709,,
GR,56,2,17.2032,36.06713743,2.096536542,11.4438014,9.865064383,1.57873702,39.51022153,0.366268735,1.354043175,1.644760709,0.101892088,0.10855087,0.004284737,229.1969387,3593.7047,-3379.151225,-6.452308449,1638.601851,-1503.844198,138.3644768,-6.448023712,119.4289824,-1948.855683,2204.005491,2.264835709,,
GR,56,4,17.2032,28.62825688,1.664123935,11.41329026,9.916364551,1.496925712,34.50753005,0.317619982,0.953911939,0.909298521,0.087306256,0.08130341,0.007972845,69.8862096,610.4749441,-1101.248637,-2.744847293,419.4023262,-362.2861621,41.47332113,-2.736874447,36.70729836,-700.7089974,276.9232736,2.264835709,,
GR,56,8,17.2032,23.4704493,1.364307181,11.33646698,9.940300792,1.396166191,27.52752821,0.256715233,0.65752008,0.504557936,0.065142626,0.058720963,0.11152783,21.52012402,100.9382913,-186.7018314,-1.035870451,90.06828399,-88.70491025,12.48476478,-0.924342622,11.68564141,-113.2587876,77.36920801,2.264835709,,
GR,56,16,17.2032,20.23409271,1.176181915,11.23813794,9.974778607,1.263359334,19.41384655,0.173759839,0.421934395,0.26206108,0.034460648,0.027346385,0.074479574,7.052513157,22.45551266,-60.89886243,-0.342001484,28.69126232,-19.60689143,3.899317049,-0.26752191,3.995046264,-32.20760011,12.64014772,2.264835709,,
GR,56,32,17.2032,18.38496057,1.06869423,11.02193922,10.01058235,1.011356869,12.31240712,0.104153368,0.260150374,0.124576389,0.009339321,0.005635788,0.057297398,2.181457738,4.837839861,-6.36882146,-0.040154632,3.554738281,-2.729962689,1.249323468,0.017142766,1.148781221,-4.814689689,2.781223,2.264835709,,
GR,57,1,16.384,65.22656133,3.981113363,14.19365788,11.54364014,2.650017738,48.87586237,0.417216591,3.010126833,5.322773951,0.121909889,0.149113104,-0.230660041,1289.411725,37404.98543,-32779.14047,-8.143609137,16284.32922,-19744.07518,815.9808095,-8.375130366,652.6819221,-17001.30193,18927.36004,2.327957734,,
GR,57,2,16.384,49.73282565,3.035450784,13.93590307,11.5462172,2.389685869,47.01974591,0.396601778,2.187375409,3.059945767,0.129682592,0.13251235,-0.254096978,397.9422607,4606.977105,-8429.607153,-5.074061154,3543.19557,-3248.131397,250.2332161,-5.327948766,199.8838742,-5602.213738,2659.548417,2.327957734,,
GR,57,4,16.384,37.94812858,2.316169957,13.72314847,11.54881185,2.174336612,43.25216909,0.36927951,1.583576674,1.788220717,0.115667657,0.100423162,-0.324690106,120.5240606,975.8528695,-2014.082968,-1.969118868,837.045012,-694.3689485,73.80115054,-2.287976494,61.51134402,-1263.012784,623.9058145,2.327957734,,
GR,57,8,16.384,29.83585978,1.821036364,13.69106631,11.55574223,2.135324076,37.90779976,0.346222526,1.152851246,1.096493866,0.092230587,0.071870866,-0.04779977,37.28336017,234.7209328,-222.8326397,-0.848109063,120.9646774,-124.1069825,22.45634056,-0.905981659,19.51984437,-134.7231266,146.3441028,2.327957734,,
GR,57,16,16.384,24.59301647,1.501038603,13.64897598,11.57487876,2.074097227,32.09737861,0.321162927,0.847822767,0.755236577,0.070255379,0.055428467,0.000481056,11.69765098,36.82230235,-53.47590122,-0.123125056,38.16035289,-26.62098087,7.388457562,-0.153789828,5.868712821,-24.0959402,23.3344691,2.327957734,,
GR,57,32,16.384,21.26854783,1.29812914,13.61904099,11.58417876,2.03486223,27.82811882,0.27394414,0.641419354,0.490808991,0.057873781,0.051455076,0.093083828,3.920972983,9.160261625,-12.85606995,-0.042445095,7.251901473,-7.177174669,2.745648966,0.05428128,1.77054095,-5.604168479,5.694275584,2.327957734,,
GR,58,1,15.9744,47.20848751,2.955258884,14.05629826,11.55733967,2.498958588,41.81078778,0.414726058,2.172242987,4.949524257,0.0750999,0.112502161,0.056658395,1063.326651,39413.5952,-32971.40121,-4.723201289,18772.93073,-18390.21165,696.8734257,-4.671164131,529.9897539,-19114.18194,21023.38355,2.24886089,,
GR,58,2,15.9744,39.29756672,2.460033974,14.00380802,11.56339502,2.440412998,41.20479454,0.397377746,1.723931446,3.00168647,0.091260614,0.104128861,-0.010804841,342.4560018,7714.198828,-6623.233557,-4.037760955,3281.585803,-3892.142448,221.1246505,-4.045607513,172.3107311,-4343.418956,4562.172729,2.24886089,,
GR,58,4,15.9744,32.38370086,2.027224864,13.96513838,11.57577252,2.389365852,38.62032617,0.368975538,1.328092977,1.832272765,0.092751545,0.087629034,0.100392725,108.8703913,1755.648963,-1858.619004,-1.97204826,847.1200136,-950.9511822,70.18733614,-1.873016372,55.57737246,-1011.498991,996.5044151,2.24886089,,
GR,58,8,15.9744,26.8042555,1.67795069,13.94506598,11.58841552,2.356650457,34.33924308,0.338477787,1.001882449,1.148268954,0.070026734,0.051832208,0.11585614,37.103604,439.1939123,-331.2109597,-0.864463738,170.3087006,-209.6965286,22.56888246,-0.737000625,19.63340252,-184.7229728,234.3984974,2.24886089,,
GR,58,16,15.9744,22.77722554,1.425857969,13.85196539,11.59811148,2.253853913,29.83102151,0.317265224,0.782714732,0.792745132,0.052909501,0.037349668,0.198902204,11.21246591,65.86383679,-73.30618115,-0.375288859,34.19408822,-37.80430921,7.05999782,-0.170207969,5.815848121,-39.3832455,31.9557868,2.24886089,,
GR,58,32,15.9744,20.33112384,1.272731611,13.81266975,11.61908171,2.193588035,25.99599255,0.294560811,0.620257029,0.562336099,0.033722474,0.024385726,0.129671805,4.559649196,11.77893301,-28.52306396,-0.224452524,10.08328399,-10.13095128,2.460666842,-0.04509312,2.614404904,-18.43977997,6.118660152,2.24886089,,
GR,59,1,20.8896,61.82275907,2.959499419,12.63136292,9.783617973,2.847744942,40.34892744,0.427861645,2.143201823,4.369782167,0.078261344,0.120373888,-0.023289713,960.999547,23365.85999,-26061.82098,-3.760338693,14862.74329,-11132.46827,618.575083,-3.783720301,484.3846744,-14246.04421,12938.68511,2.243395227,,
GR,59,2,20.8896,50.55471585,2.420090181,12.61621642,9.7865417,2.829674721,39.17401005,0.41685221,1.65607135,2.629550646,0.086744354,0.110550239,0.272297232,311.2977379,4747.594595,-6831.234097,-3.157509384,3462.824772,-2674.763516,196.1650432,-2.885194308,156.5143146,-3443.814812,2598.318698,2.243395227,,
GR,59,4,20.8896,41.37009988,1.980416087,12.55040789,9.792636931,2.757770956,36.6916238,0.398319411,1.264373011,1.60665203,0.080852678,0.085548826,0.249878885,97.62128614,1169.253476,-1590.698734,-1.98661645,728.9954943,-636.587254,60.63950416,-1.736631653,49.37432401,-861.7032396,583.8383851,2.243395227,,
GR,59,8,20.8896,34.44439486,1.648877664,12.49912736,9.810403019,2.688724339,33.29115264,0.377149582,0.978954246,1.051228033,0.064008323,0.063064634,0.236679967,29.65635256,179.1384513,-222.6515976,-0.887058787,122.4896267,-99.1669703,18.61314751,-0.650538653,15.06128272,-108.6976848,90.52965548,2.243395227,,
GR,59,16,20.8896,29.98000865,1.435164323,12.41852427,9.830800645,2.58772362,30.45206567,0.343925479,0.784694188,0.756345979,0.048686299,0.045684314,0.299189991,10.25197051,35.356398,-48.75819912,-0.613421953,27.25326512,-23.43749367,6.535042348,-0.311434818,5.14493073,-30.47914695,19.88494437,2.243395227,,
GR,59,32,20.8896,26.93612311,1.289451359,12.33741309,9.84273783,2.494675264,29.33585304,0.300626878,0.676103619,0.564449159,0.032496017,0.019530334,0.138161538,3.64769214,14.39373698,-10.02967059,-0.362766557,6.913929561,-7.4378573,2.359914638,-0.224191365,1.741970857,-5.100772107,6.955879683,2.243395227,,
GR,60,1,27.8528,50.30785533,1.806204594,10.64428139,9.36657238,1.277709007,39.54327412,0.347166803,1.245975323,1.615153208,0.051852101,0.062305477,0.096802859,272.2505432,5513.391495,-9379.262924,-0.348242078,4757.380248,-4074.855333,199.2276938,-0.251437764,112.9138384,-6077.024224,3887.569901,2.148376795,,
GR,60,2,27.8528,46.96140815,1.686056991,10.61522317,9.377562284,1.237660885,37.95308639,0.33230328,1.095600924,1.144694374,0.068143993,0.064608682,0.111924113,113.5698898,2010.080218,-2714.264393,-0.606270238,1179.178343,-966.1489523,79.66764183,-0.492471608,49.30786971,-1663.754065,1214.175157,2.148376795,,
GR,60,4,27.8528,42.56922004,1.528364116,10.56661767,9.383942664,1.182675004,33.98971052,0.314875238,0.89480917,0.792888307,0.071467794,0.056887705,0.103078484,45.62225537,449.6909678,-331.1371803,-0.832814346,194.8724755,-280.0258828,30.71147884,-0.725476889,20.96689691,-182.9195537,216.4488532,2.148376795,,
GR,60,8,27.8528,37.84229696,1.35865324,10.50380509,9.395565048,1.108240038,28.16022493,0.287626704,0.67640434,0.538662133,0.060822683,0.051205224,0.075004365,18.22279962,127.1530287,-95.38431885,-0.851206942,50.26911024,-78.77000084,11.68967024,-0.774465815,9.00255916,-53.94230006,64.73981643,2.148376795,,
GR,60,16,27.8528,33.60349022,1.206467221,10.37059732,9.412739873,0.957857449,21.53543782,0.228771977,0.473959213,0.344273787,0.040230774,0.033559858,0.05961822,6.791614007,24.91914449,-28.38319546,-0.512967369,13.52565295,-17.15011282,4.099850654,-0.445197152,3.533188498,-17.49238618,14.72488594,2.148376795,,
GR,60,32,27.8528,30.64872522,1.100382196,10.33112075,9.457748976,0.873371773,15.40735652,0.154233971,0.319857946,0.196943307,0.026123336,0.019645388,0.042350207,2.359762945,6.493850224,-7.189052949,-0.286141798,3.949764143,-5.887904427,1.382239959,-0.241350543,1.284643849,-3.911564549,4.362305573,2.148376795,,
GR,61,1,22.9376,46.23269832,2.01558569,11.04490757,9.293400764,1.751506805,37.09006487,0.373379215,1.338563056,2.267884271,0.068519253,0.095125081,0.012929296,493.4359776,13428.0777,-19688.91144,-8.25126948,10645.83571,-7642.712214,323.0292594,-8.238468131,243.9637673,-10532.45899,7458.56428,2.184416158,,
GR,61,2,22.9376,40.02220563,1.744829696,10.85858011,9.294334888,1.564245224,34.75937192,0.348434541,1.056553254,1.359314886,0.074398594,0.084715703,-0.005392809,170.1012967,2563.324571,-3921.114206,-4.17115627,1820.13604,-1497.349634,106.8297274,-4.177972464,86.82039987,-2322.207692,1458.97172,2.184416158,,
GR,61,4,22.9376,34.06229352,1.484998148,10.68000388,9.304423809,1.375580072,30.55008025,0.31128422,0.796502709,0.80657399,0.063167584,0.062170632,-0.048442944,54.81413156,536.2957716,-1085.17658,-1.465149256,471.3301713,-318.6983339,33.90208537,-1.522056403,28.11425031,-613.8464084,312.0265868,2.184416158,,
GR,61,8,22.9376,29.55403158,1.288453525,10.48133476,9.31580393,1.165530831,25.44598519,0.262844458,0.587577136,0.494455368,0.047667054,0.0434747,0.005943308,17.39173416,130.2870875,-154.9878088,-0.488908759,62.95121392,-70.5000127,10.46295965,-0.487304359,9.239871007,-92.5576046,76.31140579,2.184416158,,
GR,61,16,22.9376,26.63866541,1.161353647,10.37036889,9.328032453,1.042336442,19.94476681,0.208273549,0.424578873,0.308567128,0.027662431,0.022453581,0.026672458,5.95666028,27.6220552,-30.19641459,-0.104836983,16.46537313,-14.78457556,3.454199046,-0.064273601,3.216724166,-19.4243505,16.12388619,2.184416158,,
GR,61,32,22.9376,24.81705475,1.081937725,10.32090871,9.345999339,0.974909375,15.95192075,0.162511676,0.318708737,0.207367684,0.015596502,0.011348495,-0.034055009,2.027197742,8.132462908,-7.136871218,0.06653886,3.321999014,-3.343989948,1.145940961,0.05370306,1.073998961,-3.86828447,4.78847296,2.184416158,,
GR,62,1,17.2032,52.41948879,3.047077799,10.7294054,8.958910942,1.770494461,44.32393534,0.404671252,2.227969368,3.937280672,0.10508146,0.131879991,-0.097237758,918.3707159,28261.41357,-16079.64516,-12.21905676,9335.152258,-15731.8675,585.5523754,-12.31629452,467.6855292,-10545.6757,12529.54608,2.275936703,,
GR,62,2,17.2032,41.61719023,2.419154008,10.67314744,8.991237164,1.681910276,41.91297533,0.382965573,1.645938557,2.292244349,0.10784652,0.116008428,-0.293197113,297.2606312,3775.02203,-4609.407783,-7.121057564,2405.76152,-2005.082256,186.636338,-7.414254677,149.5583015,-2727.192823,2508.611871,2.275936703,,
GR,62,4,17.2032,32.71093399,1.90144473,10.61215657,8.991687953,1.620468616,37.79906949,0.352196959,1.190524623,1.33759733,0.089175342,0.08612597,-0.171381678,90.19181924,735.9402254,-1230.970249,-2.887811862,662.3379954,-436.7308961,54.94391362,-3.059193539,46.67382705,-824.8747351,451.5636024,2.275936703,,
GR,62,8,17.2032,26.70640467,1.552409125,10.54106557,9.003681391,1.537384182,32.76625055,0.317861188,0.873283745,0.806107193,0.068215922,0.060110948,-0.135310763,28.45588767,146.0450538,-242.8975748,-0.807319607,135.2437337,-102.9557078,16.76378408,-0.94263037,15.38069951,-158.0326434,104.3103864,2.275936703,,
GR,62,16,17.2032,22.85269063,1.32839766,10.42383417,9.029965971,1.393868197,26.80893391,0.282840506,0.642122752,0.532128662,0.052205908,0.044939809,-0.148930188,8.808143728,36.84673095,-39.06283266,-0.087833519,19.87306518,-26.86106855,5.216138084,-0.236763707,4.678932312,-21.6863562,21.58796164,2.275936703,,
GR,62,32,17.2032,20.50467839,1.191910714,10.39879887,9.078416795,1.32038207,20.71007431,0.243083274,0.460752067,0.364985993,0.043993126,0.039107016,-0.145272374,3.394586238,9.556665309,-11.52410577,0.223195043,6.286599219,-7.034179211,1.976305626,0.077922669,1.828759829,-5.472116102,5.596381926,2.275936703,,
GR,63,1,24.1664,69.73235919,2.885508772,13.58767986,11.47281551,2.114864349,44.85597477,0.394646711,2.163936776,3.788852238,0.082616169,0.114712821,-0.105337189,817.4248985,19393.18657,-20718.7748,-9.459050221,13786.62423,-9952.564977,549.4227603,-9.563508961,388.4257768,-11056.46156,9440.621593,2.253816262,,
GR,63,2,24.1664,58.69115483,2.428626309,13.56052208,11.47758722,2.082934856,44.04601642,0.378973292,1.733723395,2.312395191,0.098617048,0.10817171,-0.053832001,274.5708768,3614.18128,-4671.249986,-5.294547266,2251.403196,-2265.108841,180.959316,-5.336121837,131.8379973,-2729.984174,2070.162861,2.253816262,,
GR,63,4,24.1664,48.60316909,2.01118781,13.54830927,11.49718976,2.051119506,41.47585215,0.35220998,1.338822284,1.361693792,0.098769535,0.090107372,-0.150393277,90.43182571,1028.178595,-967.733711,-2.483308316,561.2750344,-487.1678766,57.50981019,-2.610571126,45.27513375,-593.8569397,596.2387108,2.253816262,,
GR,63,8,24.1664,40.09521238,1.659130544,13.52448717,11.51472127,2.009765893,36.95861833,0.315454642,1.006150925,0.818955083,0.085335067,0.06688887,-0.006800169,29.57789416,174.4648092,-251.0417113,-1.040693871,108.64234,-107.971182,18.54038651,-1.035862865,14.99342075,-142.3993713,118.9701583,2.253816262,,
GR,63,16,24.1664,33.82223787,1.399556321,13.34369661,11.57399355,1.769703053,31.11045484,0.26354487,0.741905695,0.505168499,0.06640849,0.049699817,0.059407473,10.08064961,36.93558523,-46.65267275,-0.30664676,26.85311112,-29.06087504,6.127299708,-0.249534961,5.22593372,-29.66621591,25.07603413,2.253816262,,
GR,63,32,24.1664,29.43925425,1.21818948,13.24958062,11.62778409,1.621796522,23.42280319,0.215069362,0.511901664,0.32115453,0.053458016,0.035578789,-0.093262389,3.399638698,7.685192259,-10.48279493,0.032811722,5.236808705,-6.961675838,2.154659964,-0.06235829,1.77137193,-5.77779327,4.822748719,2.253816262,,
GR,64,1,13.5168,61.03068199,4.515172377,14.09440041,11.59370232,2.50069809,50.83033183,0.415928985,3.550641099,7.13362781,0.111109958,0.143402146,-0.133291395,1585.178857,39537.23907,-37326.76506,2.742527329,20850.43596,-18342.8872,1046.999138,2.609654697,773.3017197,-26448.97517,22467.9802,2.340406736,,
GR,64,2,13.5168,48.28113944,3.571935624,14.06842494,11.59694195,2.471482992,50.75316765,0.397746287,2.735633249,4.263667642,0.127892337,0.13249758,0.263093285,511.1877811,9722.579122,-8741.574883,-2.294810988,5604.716732,-5331.874158,338.263796,-2.026050923,243.6088665,-6391.228334,5503.899066,2.340406736,,
GR,64,4,13.5168,37.95760076,2.808179507,14.0229966,11.6017524,2.421244204,48.91940549,0.372976181,2.081562729,2.519851889,0.138754893,0.117633199,-0.084109017,159.5118495,1951.203421,-1860.865876,-2.296908881,1483.925563,-928.8210987,102.6080851,-2.367410568,78.02963826,-1191.76796,1445.123298,2.340406736,,
GR,64,8,13.5168,30.05750492,2.223714557,13.97309121,11.60418394,2.368907273,44.15508767,0.345433023,1.545975804,1.586464301,0.132463913,0.094597827,-0.328652653,50.77885924,355.4187878,-329.5575385,-0.989774145,170.1700908,-203.7560057,32.25538031,-1.314375458,25.12946618,-159.3874477,155.5356826,2.340406736,,
GR,64,16,13.5168,23.37831208,1.729574461,13.80956895,11.62374232,2.185826629,36.52368915,0.315936383,1.072293851,1.051682412,0.102316048,0.072519307,-0.179136552,17.48086856,71.82978719,-82.80906739,-0.474977993,53.77471296,-40.76533504,10.76327563,-0.63236751,8.940322836,-54.20703113,39.68567047,2.340406736,,
GR,64,32,13.5168,18.94469142,1.401566305,13.72884516,11.63656434,2.09228082,27.52934041,0.309814696,0.718397048,0.703860807,0.056501522,0.03253101,-0.379408594,6.608093566,18.98687388,-23.57735804,0.043576113,15.65313363,-11.67651978,4.114808138,-0.286774263,3.095333102,-13.78053875,9.626666893,2.340406736,,
GR,65,1,27.4432,72.19352614,2.630652626,12.07222843,9.588926315,2.483302116,41.84370796,0.394981661,1.904636077,3.698786945,0.077413863,0.105782857,0.035276328,815.2664932,23706.29311,-25561.37085,-4.173384652,15574.23699,-12499.52181,526.0963018,-4.132696112,410.3112292,-16991.0967,15437.86874,2.228623823,,
GR,65,2,27.4432,60.49863942,2.204503827,12.03324509,9.590255737,2.442989349,40.46757259,0.37818355,1.508465529,2.219536218,0.090834177,0.094539882,0.04063349,264.002007,4621.335864,-5521.489978,-2.976083222,3358.099662,-2978.205024,169.3531554,-2.930013856,131.2526833,-3535.450802,2561.999108,2.228623823,,
GR,65,4,27.4432,50.5078264,1.840449598,12.01800728,9.596605659,2.42140162,37.03265172,0.359183142,1.168050058,1.368637905,0.087386714,0.07797577,0.024015487,82.48650082,896.4531869,-873.3937517,-1.582323438,525.543447,-502.115196,53.14945222,-1.552853505,40.37377996,-530.9805067,548.7111825,2.228623823,,
GR,65,8,27.4432,42.60654753,1.552535693,11.83218935,9.616455182,2.215734169,32.31087982,0.333646412,0.877171281,0.861519289,0.068465558,0.057712943,0.03396402,27.72106233,172.5128083,-306.7960613,-0.960372745,142.411189,-128.0303172,17.36866077,-0.913188034,14.0479443,-191.2534329,104.220217,2.228623823,,
GR,65,16,27.4432,36.81580519,1.341527416,11.72128379,9.627027296,2.094256498,27.72775641,0.291621064,0.665546465,0.559325901,0.045690422,0.039276765,0.016410307,9.329051393,42.13135515,-52.03117937,-0.510830758,25.51627417,-25.3650126,5.651577134,-0.469520605,4.795195824,-32.69929603,24.28713506,2.228623823,,
GR,65,32,27.4432,33.18509804,1.209228444,11.59523267,9.640737451,1.95449522,23.91809084,0.234615979,0.513945004,0.369355182,0.027878617,0.028204562,0.117334878,3.215932671,10.66456133,-13.70665424,-0.382934855,7.392603373,-5.223993979,1.844107662,-0.215959437,1.66106966,-6.314050872,5.871141141,2.228623823,,
GR,66,1,33.9968,75.64184174,2.22496946,10.65367126,9.286426544,1.36724472,40.83315004,0.374621177,1.596040074,2.822910399,0.060522721,0.086574027,-0.036490126,580.2160283,15310.97412,-15795.28809,-0.396203507,11087.60862,-7684.6118,382.6818682,-0.430053266,285.2895218,-9016.736954,9228.583774,2.199461716,,
GR,66,2,33.9968,67.03382892,1.971768782,10.62571788,9.293523788,1.33219409,39.54169805,0.362446164,1.334793063,1.766335822,0.077471796,0.08779503,-0.033266977,198.4572805,3646.038771,-4201.827049,-0.872661947,2118.553107,-2310.743781,129.8060855,-0.905150583,96.60512257,-2777.34683,2097.258425,2.199461716,,
GR,66,4,33.9968,58.2118857,1.712275441,10.59278125,9.307649016,1.285132229,36.15448215,0.34410507,1.0602362,1.101489233,0.082981947,0.080049477,0.024872084,67.5447413,803.1352237,-788.1477848,-0.825954636,498.0052593,-405.8403772,43.29105326,-0.806154303,33.15531349,-491.3462702,442.545401,2.199461716,,
GR,66,8,33.9968,50.04213081,1.471965915,10.54112193,9.337870911,1.203251019,30.9983081,0.310112282,0.792747332,0.685469571,0.074641641,0.059770625,0.049436933,23.6498477,149.8463098,-152.031146,-0.792785337,95.89018714,-91.35370841,15.07777286,-0.747303982,11.75974,-85.68289053,90.92983576,2.199461716,,
GR,66,16,33.9968,43.34634377,1.275012465,10.50605579,9.380578332,1.125477456,24.03193134,0.254482355,0.55487122,0.422532323,0.054850667,0.040327934,-0.007746192,8.397976222,34.50432821,-39.92662154,-0.563153193,20.09745789,-24.44890693,5.012622785,-0.574135441,4.386156044,-19.82916365,17.8925756,2.199461716,,
GR,66,32,33.9968,38.47640484,1.131765485,10.4820401,9.390381088,1.091659016,15.6067662,0.187514104,0.338246348,0.252347884,0.025007374,0.017325965,0.057612627,2.825826125,9.431131366,-12.3145566,-0.354990497,5.424537713,-4.309668991,1.613851889,-0.303557177,1.564097748,-7.191356852,6.056135473,2.199461716,,
GR,67,1,19.6608,39.20155649,1.993894271,10.9450388,9.024790764,1.920248032,38.05375927,0.362642926,1.346201866,2.238100299,0.065540485,0.087526662,-0.180713238,467.6137642,12362.40387,-15016.25061,-6.778494689,7755.308378,-7045.539993,311.0132947,-6.959458079,226.3960317,-8648.463889,5974.095309,2.179296371,,
GR,67,2,19.6608,34.46900843,1.753184429,10.92040873,9.043760061,1.876648664,35.45300111,0.34500605,1.082741784,1.380952679,0.073836452,0.081910514,0.129475933,162.4293195,2646.680474,-3496.894836,-4.094260643,1756.991783,-1723.578089,105.7982809,-3.965051325,79.6220446,-1976.333863,1769.459217,2.179296371,,
GR,67,4,19.6608,29.71432738,1.511348846,10.75618982,9.059971333,1.696218491,30.82779853,0.317739412,0.816640799,0.840440275,0.063103037,0.058579793,0.161557182,54.02817386,496.3811859,-807.5724915,-1.739693028,373.3320106,-318.177133,34.04508366,-1.579475934,27.02877298,-509.4879639,265.9479092,2.179296371,,
